,close,conversionSymbol,conversionType,high,low,open,time,volumefrom,volumeto
47,0.0,,direct,0.0,0.0,0.0,1408147200,0.0,0.0
48,0.0,,direct,0.0,0.0,0.0,1408233600,0.0,0.0
49,0.0,,direct,0.0,0.0,0.0,1408320000,0.0,0.0
50,0.0,,direct,0.0,0.0,0.0,1408406400,0.0,0.0
51,0.0,,direct,0.0,0.0,0.0,1408492800,0.0,0.0
52,0.0,,direct,0.0,0.0,0.0,1408579200,0.0,0.0
53,0.0,,direct,0.0,0.0,0.0,1408665600,0.0,0.0
54,0.0,,direct,0.0,0.0,0.0,1408752000,0.0,0.0
55,0.0,,direct,0.0,0.0,0.0,1408838400,0.0,0.0
56,0.0,,direct,0.0,0.0,0.0,1408924800,0.0,0.0
57,0.0,,direct,0.0,0.0,0.0,1409011200,0.0,0.0
58,0.0,,direct,0.0,0.0,0.0,1409097600,0.0,0.0
59,0.0,,direct,0.0,0.0,0.0,1409184000,0.0,0.0
60,0.0,,direct,0.0,0.0,0.0,1409270400,0.0,0.0
61,0.0,,direct,0.0,0.0,0.0,1409356800,0.0,0.0
62,0.0,,direct,0.0,0.0,0.0,1409443200,0.0,0.0
63,0.0,,direct,0.0,0.0,0.0,1409529600,0.0,0.0
64,0.0,,direct,0.0,0.0,0.0,1409616000,0.0,0.0
65,0.0,,direct,0.0,0.0,0.0,1409702400,0.0,0.0
66,0.0,,direct,0.0,0.0,0.0,1409788800,0.0,0.0
67,0.0,,direct,0.0,0.0,0.0,1409875200,0.0,0.0
68,0.0,,direct,0.0,0.0,0.0,1409961600,0.0,0.0
69,0.0,,direct,0.0,0.0,0.0,1410048000,0.0,0.0
70,0.0,,direct,0.0,0.0,0.0,1410134400,0.0,0.0
71,0.0,,direct,0.0,0.0,0.0,1410220800,0.0,0.0
72,0.0,,direct,0.0,0.0,0.0,1410307200,0.0,0.0
73,0.0,,direct,0.0,0.0,0.0,1410393600,0.0,0.0
74,0.0,,direct,0.0,0.0,0.0,1410480000,0.0,0.0
75,0.0,,direct,0.0,0.0,0.0,1410566400,0.0,0.0
76,0.0,,direct,0.0,0.0,0.0,1410652800,0.0,0.0
77,0.0,,direct,0.0,0.0,0.0,1410739200,0.0,0.0
78,0.0,,direct,0.0,0.0,0.0,1410825600,0.0,0.0
79,0.0,,direct,0.0,0.0,0.0,1410912000,0.0,0.0
80,0.0,,direct,0.0,0.0,0.0,1410998400,0.0,0.0
81,0.0,,direct,0.0,0.0,0.0,1411084800,0.0,0.0
82,0.0,,direct,0.0,0.0,0.0,1411171200,0.0,0.0
83,0.0,,direct,0.0,0.0,0.0,1411257600,0.0,0.0
84,0.0,,direct,0.0,0.0,0.0,1411344000,0.0,0.0
85,0.0,,direct,0.0,0.0,0.0,1411430400,0.0,0.0
86,0.0,,direct,0.0,0.0,0.0,1411516800,0.0,0.0
87,0.0,,direct,0.0,0.0,0.0,1411603200,0.0,0.0
88,0.0,,direct,0.0,0.0,0.0,1411689600,0.0,0.0
89,0.0,,direct,0.0,0.0,0.0,1411776000,0.0,0.0
90,0.0,,direct,0.0,0.0,0.0,1411862400,0.0,0.0
91,0.0,,direct,0.0,0.0,0.0,1411948800,0.0,0.0
92,0.0,,direct,0.0,0.0,0.0,1412035200,0.0,0.0
93,0.0,,direct,0.0,0.0,0.0,1412121600,0.0,0.0
94,0.0,,direct,0.0,0.0,0.0,1412208000,0.0,0.0
95,0.0,,direct,0.0,0.0,0.0,1412294400,0.0,0.0
96,0.0,,direct,0.0,0.0,0.0,1412380800,0.0,0.0
97,0.0,,direct,0.0,0.0,0.0,1412467200,0.0,0.0
98,0.0,,direct,0.0,0.0,0.0,1412553600,0.0,0.0
99,0.0,,direct,0.0,0.0,0.0,1412640000,0.0,0.0
100,0.0,,direct,0.0,0.0,0.0,1412726400,0.0,0.0
101,0.0,,direct,0.0,0.0,0.0,1412812800,0.0,0.0
102,0.0,,direct,0.0,0.0,0.0,1412899200,0.0,0.0
103,0.0,,direct,0.0,0.0,0.0,1412985600,0.0,0.0
104,0.0,,direct,0.0,0.0,0.0,1413072000,0.0,0.0
105,0.0,,direct,0.0,0.0,0.0,1413158400,0.0,0.0
106,0.0,,direct,0.0,0.0,0.0,1413244800,0.0,0.0
107,0.0,,direct,0.0,0.0,0.0,1413331200,0.0,0.0
108,0.0,,direct,0.0,0.0,0.0,1413417600,0.0,0.0
109,0.0,,direct,0.0,0.0,0.0,1413504000,0.0,0.0
110,0.0,,direct,0.0,0.0,0.0,1413590400,0.0,0.0
111,0.0,,direct,0.0,0.0,0.0,1413676800,0.0,0.0
112,0.0,,direct,0.0,0.0,0.0,1413763200,0.0,0.0
113,0.0,,direct,0.0,0.0,0.0,1413849600,0.0,0.0
114,0.0,,direct,0.0,0.0,0.0,1413936000,0.0,0.0
115,0.0,,direct,0.0,0.0,0.0,1414022400,0.0,0.0
116,0.0,,direct,0.0,0.0,0.0,1414108800,0.0,0.0
117,0.0,,direct,0.0,0.0,0.0,1414195200,0.0,0.0
118,0.0,,direct,0.0,0.0,0.0,1414281600,0.0,0.0
119,0.0,,direct,0.0,0.0,0.0,1414368000,0.0,0.0
120,0.0,,direct,0.0,0.0,0.0,1414454400,0.0,0.0
121,0.0,,direct,0.0,0.0,0.0,1414540800,0.0,0.0
122,0.0,,direct,0.0,0.0,0.0,1414627200,0.0,0.0
123,0.0,,direct,0.0,0.0,0.0,1414713600,0.0,0.0
124,0.0,,direct,0.0,0.0,0.0,1414800000,0.0,0.0
125,0.0,,direct,0.0,0.0,0.0,1414886400,0.0,0.0
126,0.0,,direct,0.0,0.0,0.0,1414972800,0.0,0.0
127,0.0,,direct,0.0,0.0,0.0,1415059200,0.0,0.0
128,0.0,,direct,0.0,0.0,0.0,1415145600,0.0,0.0
129,0.0,,direct,0.0,0.0,0.0,1415232000,0.0,0.0
130,0.0,,direct,0.0,0.0,0.0,1415318400,0.0,0.0
131,0.0,,direct,0.0,0.0,0.0,1415404800,0.0,0.0
132,0.0,,direct,0.0,0.0,0.0,1415491200,0.0,0.0
133,0.0,,direct,0.0,0.0,0.0,1415577600,0.0,0.0
134,0.0,,direct,0.0,0.0,0.0,1415664000,0.0,0.0
135,0.0,,direct,0.0,0.0,0.0,1415750400,0.0,0.0
136,0.0,,direct,0.0,0.0,0.0,1415836800,0.0,0.0
137,0.0,,direct,0.0,0.0,0.0,1415923200,0.0,0.0
138,0.0,,direct,0.0,0.0,0.0,1416009600,0.0,0.0
139,0.0,,direct,0.0,0.0,0.0,1416096000,0.0,0.0
140,0.0,,direct,0.0,0.0,0.0,1416182400,0.0,0.0
141,0.0,,direct,0.0,0.0,0.0,1416268800,0.0,0.0
142,0.0,,direct,0.0,0.0,0.0,1416355200,0.0,0.0
143,0.0,,direct,0.0,0.0,0.0,1416441600,0.0,0.0
144,0.0,,direct,0.0,0.0,0.0,1416528000,0.0,0.0
145,0.0,,direct,0.0,0.0,0.0,1416614400,0.0,0.0
146,0.0,,direct,0.0,0.0,0.0,1416700800,0.0,0.0
147,0.0,,direct,0.0,0.0,0.0,1416787200,0.0,0.0
148,0.0,,direct,0.0,0.0,0.0,1416873600,0.0,0.0
149,0.0,,direct,0.0,0.0,0.0,1416960000,0.0,0.0
150,0.0,,direct,0.0,0.0,0.0,1417046400,0.0,0.0
151,0.0,,direct,0.0,0.0,0.0,1417132800,0.0,0.0
152,0.0,,direct,0.0,0.0,0.0,1417219200,0.0,0.0
153,0.0,,direct,0.0,0.0,0.0,1417305600,0.0,0.0
154,0.0,,direct,0.0,0.0,0.0,1417392000,0.0,0.0
155,0.0,,direct,0.0,0.0,0.0,1417478400,0.0,0.0
156,0.0,,direct,0.0,0.0,0.0,1417564800,0.0,0.0
157,0.0,,direct,0.0,0.0,0.0,1417651200,0.0,0.0
158,0.0,,direct,0.0,0.0,0.0,1417737600,0.0,0.0
159,0.0,,direct,0.0,0.0,0.0,1417824000,0.0,0.0
160,0.0,,direct,0.0,0.0,0.0,1417910400,0.0,0.0
161,0.0,,direct,0.0,0.0,0.0,1417996800,0.0,0.0
162,0.0,,direct,0.0,0.0,0.0,1418083200,0.0,0.0
163,0.0,,direct,0.0,0.0,0.0,1418169600,0.0,0.0
164,0.0,,direct,0.0,0.0,0.0,1418256000,0.0,0.0
165,0.0,,direct,0.0,0.0,0.0,1418342400,0.0,0.0
166,0.0,,direct,0.0,0.0,0.0,1418428800,0.0,0.0
167,0.0,,direct,0.0,0.0,0.0,1418515200,0.0,0.0
168,0.0,,direct,0.0,0.0,0.0,1418601600,0.0,0.0
169,0.0,,direct,0.0,0.0,0.0,1418688000,0.0,0.0
170,0.0,,direct,0.0,0.0,0.0,1418774400,0.0,0.0
171,0.0,,direct,0.0,0.0,0.0,1418860800,0.0,0.0
172,0.0,,direct,0.0,0.0,0.0,1418947200,0.0,0.0
173,0.0,,direct,0.0,0.0,0.0,1419033600,0.0,0.0
174,0.0,,direct,0.0,0.0,0.0,1419120000,0.0,0.0
175,0.0,,direct,0.0,0.0,0.0,1419206400,0.0,0.0
176,0.0,,direct,0.0,0.0,0.0,1419292800,0.0,0.0
177,0.0,,direct,0.0,0.0,0.0,1419379200,0.0,0.0
178,0.0,,direct,0.0,0.0,0.0,1419465600,0.0,0.0
179,0.0,,direct,0.0,0.0,0.0,1419552000,0.0,0.0
180,0.0,,direct,0.0,0.0,0.0,1419638400,0.0,0.0
181,0.0,,direct,0.0,0.0,0.0,1419724800,0.0,0.0
182,0.0,,direct,0.0,0.0,0.0,1419811200,0.0,0.0
183,0.0,,direct,0.0,0.0,0.0,1419897600,0.0,0.0
184,0.0,,direct,0.0,0.0,0.0,1419984000,0.0,0.0
185,0.0,,direct,0.0,0.0,0.0,1420070400,0.0,0.0
186,0.0,,direct,0.0,0.0,0.0,1420156800,0.0,0.0
187,0.0,,direct,0.0,0.0,0.0,1420243200,0.0,0.0
188,0.0,,direct,0.0,0.0,0.0,1420329600,0.0,0.0
189,0.0,,direct,0.0,0.0,0.0,1420416000,0.0,0.0
190,0.0,,direct,0.0,0.0,0.0,1420502400,0.0,0.0
191,0.0,,direct,0.0,0.0,0.0,1420588800,0.0,0.0
192,0.0,,direct,0.0,0.0,0.0,1420675200,0.0,0.0
193,0.0,,direct,0.0,0.0,0.0,1420761600,0.0,0.0
194,0.0,,direct,0.0,0.0,0.0,1420848000,0.0,0.0
195,0.0,,direct,0.0,0.0,0.0,1420934400,0.0,0.0
196,0.0,,direct,0.0,0.0,0.0,1421020800,0.0,0.0
197,0.0,,direct,0.0,0.0,0.0,1421107200,0.0,0.0
198,0.0,,direct,0.0,0.0,0.0,1421193600,0.0,0.0
199,0.0,,direct,0.0,0.0,0.0,1421280000,0.0,0.0
200,0.0,,direct,0.0,0.0,0.0,1421366400,0.0,0.0
201,0.0,,direct,0.0,0.0,0.0,1421452800,0.0,0.0
202,0.0,,direct,0.0,0.0,0.0,1421539200,0.0,0.0
203,0.0,,direct,0.0,0.0,0.0,1421625600,0.0,0.0
204,0.0,,direct,0.0,0.0,0.0,1421712000,0.0,0.0
205,0.0,,direct,0.0,0.0,0.0,1421798400,0.0,0.0
206,0.0,,direct,0.0,0.0,0.0,1421884800,0.0,0.0
207,0.0,,direct,0.0,0.0,0.0,1421971200,0.0,0.0
208,0.0,,direct,0.0,0.0,0.0,1422057600,0.0,0.0
209,0.0,,direct,0.0,0.0,0.0,1422144000,0.0,0.0
210,0.0,,direct,0.0,0.0,0.0,1422230400,0.0,0.0
211,0.0,,direct,0.0,0.0,0.0,1422316800,0.0,0.0
212,0.0,,direct,0.0,0.0,0.0,1422403200,0.0,0.0
213,0.0,,direct,0.0,0.0,0.0,1422489600,0.0,0.0
214,0.0,,direct,0.0,0.0,0.0,1422576000,0.0,0.0
215,0.0,,direct,0.0,0.0,0.0,1422662400,0.0,0.0
216,0.0,,direct,0.0,0.0,0.0,1422748800,0.0,0.0
217,0.0,,direct,0.0,0.0,0.0,1422835200,0.0,0.0
218,0.0,,direct,0.0,0.0,0.0,1422921600,0.0,0.0
219,0.0,,direct,0.0,0.0,0.0,1423008000,0.0,0.0
220,0.0,,direct,0.0,0.0,0.0,1423094400,0.0,0.0
221,0.0,,direct,0.0,0.0,0.0,1423180800,0.0,0.0
222,0.0,,direct,0.0,0.0,0.0,1423267200,0.0,0.0
223,0.0,,direct,0.0,0.0,0.0,1423353600,0.0,0.0
224,0.0,,direct,0.0,0.0,0.0,1423440000,0.0,0.0
225,0.0,,direct,0.0,0.0,0.0,1423526400,0.0,0.0
226,0.0,,direct,0.0,0.0,0.0,1423612800,0.0,0.0
227,0.0,,direct,0.0,0.0,0.0,1423699200,0.0,0.0
228,0.0,,direct,0.0,0.0,0.0,1423785600,0.0,0.0
229,0.0,,direct,0.0,0.0,0.0,1423872000,0.0,0.0
230,0.0,,direct,0.0,0.0,0.0,1423958400,0.0,0.0
231,0.0,,direct,0.0,0.0,0.0,1424044800,0.0,0.0
232,0.0,,direct,0.0,0.0,0.0,1424131200,0.0,0.0
233,0.0,,direct,0.0,0.0,0.0,1424217600,0.0,0.0
234,0.0,,direct,0.0,0.0,0.0,1424304000,0.0,0.0
235,0.0,,direct,0.0,0.0,0.0,1424390400,0.0,0.0
236,0.0,,direct,0.0,0.0,0.0,1424476800,0.0,0.0
237,0.0,,direct,0.0,0.0,0.0,1424563200,0.0,0.0
238,0.0,,direct,0.0,0.0,0.0,1424649600,0.0,0.0
239,0.0,,direct,0.0,0.0,0.0,1424736000,0.0,0.0
240,0.0,,direct,0.0,0.0,0.0,1424822400,0.0,0.0
241,0.0,,direct,0.0,0.0,0.0,1424908800,0.0,0.0
242,0.0,,direct,0.0,0.0,0.0,1424995200,0.0,0.0
243,0.0,,direct,0.0,0.0,0.0,1425081600,0.0,0.0
244,0.0,,direct,0.0,0.0,0.0,1425168000,0.0,0.0
245,0.0,,direct,0.0,0.0,0.0,1425254400,0.0,0.0
246,0.0,,direct,0.0,0.0,0.0,1425340800,0.0,0.0
247,0.0,,direct,0.0,0.0,0.0,1425427200,0.0,0.0
248,0.0,,direct,0.0,0.0,0.0,1425513600,0.0,0.0
249,0.0,,direct,0.0,0.0,0.0,1425600000,0.0,0.0
250,0.0,,direct,0.0,0.0,0.0,1425686400,0.0,0.0
251,0.0,,direct,0.0,0.0,0.0,1425772800,0.0,0.0
252,0.0,,direct,0.0,0.0,0.0,1425859200,0.0,0.0
253,0.0,,direct,0.0,0.0,0.0,1425945600,0.0,0.0
254,0.0,,direct,0.0,0.0,0.0,1426032000,0.0,0.0
255,0.0,,direct,0.0,0.0,0.0,1426118400,0.0,0.0
256,0.0,,direct,0.0,0.0,0.0,1426204800,0.0,0.0
257,0.0,,direct,0.0,0.0,0.0,1426291200,0.0,0.0
258,0.0,,direct,0.0,0.0,0.0,1426377600,0.0,0.0
259,0.0,,direct,0.0,0.0,0.0,1426464000,0.0,0.0
260,0.0,,direct,0.0,0.0,0.0,1426550400,0.0,0.0
261,0.0,,direct,0.0,0.0,0.0,1426636800,0.0,0.0
262,0.0,,direct,0.0,0.0,0.0,1426723200,0.0,0.0
263,0.0,,direct,0.0,0.0,0.0,1426809600,0.0,0.0
264,0.0,,direct,0.0,0.0,0.0,1426896000,0.0,0.0
265,0.0,,direct,0.0,0.0,0.0,1426982400,0.0,0.0
266,0.0,,direct,0.0,0.0,0.0,1427068800,0.0,0.0
267,0.0,,direct,0.0,0.0,0.0,1427155200,0.0,0.0
268,0.0,,direct,0.0,0.0,0.0,1427241600,0.0,0.0
269,0.0,,direct,0.0,0.0,0.0,1427328000,0.0,0.0
270,0.0,,direct,0.0,0.0,0.0,1427414400,0.0,0.0
271,0.0,,direct,0.0,0.0,0.0,1427500800,0.0,0.0
272,0.0,,direct,0.0,0.0,0.0,1427587200,0.0,0.0
273,0.0,,direct,0.0,0.0,0.0,1427673600,0.0,0.0
274,0.0,,direct,0.0,0.0,0.0,1427760000,0.0,0.0
275,0.0,,direct,0.0,0.0,0.0,1427846400,0.0,0.0
276,0.0,,direct,0.0,0.0,0.0,1427932800,0.0,0.0
277,0.0,,direct,0.0,0.0,0.0,1428019200,0.0,0.0
278,0.0,,direct,0.0,0.0,0.0,1428105600,0.0,0.0
279,0.0,,direct,0.0,0.0,0.0,1428192000,0.0,0.0
280,0.0,,direct,0.0,0.0,0.0,1428278400,0.0,0.0
281,0.0,,direct,0.0,0.0,0.0,1428364800,0.0,0.0
282,0.0,,direct,0.0,0.0,0.0,1428451200,0.0,0.0
283,0.0,,direct,0.0,0.0,0.0,1428537600,0.0,0.0
284,0.0,,direct,0.0,0.0,0.0,1428624000,0.0,0.0
285,0.0,,direct,0.0,0.0,0.0,1428710400,0.0,0.0
286,0.0,,direct,0.0,0.0,0.0,1428796800,0.0,0.0
287,0.0,,direct,0.0,0.0,0.0,1428883200,0.0,0.0
288,0.0,,direct,0.0,0.0,0.0,1428969600,0.0,0.0
289,0.0,,direct,0.0,0.0,0.0,1429056000,0.0,0.0
290,0.0,,direct,0.0,0.0,0.0,1429142400,0.0,0.0
291,0.0,,direct,0.0,0.0,0.0,1429228800,0.0,0.0
292,0.0,,direct,0.0,0.0,0.0,1429315200,0.0,0.0
293,0.0,,direct,0.0,0.0,0.0,1429401600,0.0,0.0
294,0.0,,direct,0.0,0.0,0.0,1429488000,0.0,0.0
295,0.0,,direct,0.0,0.0,0.0,1429574400,0.0,0.0
296,0.0,,direct,0.0,0.0,0.0,1429660800,0.0,0.0
297,0.0,,direct,0.0,0.0,0.0,1429747200,0.0,0.0
298,0.0,,direct,0.0,0.0,0.0,1429833600,0.0,0.0
299,0.0,,direct,0.0,0.0,0.0,1429920000,0.0,0.0
300,0.0,,direct,0.0,0.0,0.0,1430006400,0.0,0.0
301,0.0,,direct,0.0,0.0,0.0,1430092800,0.0,0.0
302,0.0,,direct,0.0,0.0,0.0,1430179200,0.0,0.0
303,0.0,,direct,0.0,0.0,0.0,1430265600,0.0,0.0
304,0.0,,direct,0.0,0.0,0.0,1430352000,0.0,0.0
305,0.0,,direct,0.0,0.0,0.0,1430438400,0.0,0.0
306,0.0,,direct,0.0,0.0,0.0,1430524800,0.0,0.0
307,0.0,,direct,0.0,0.0,0.0,1430611200,0.0,0.0
308,0.0,,direct,0.0,0.0,0.0,1430697600,0.0,0.0
309,0.0,,direct,0.0,0.0,0.0,1430784000,0.0,0.0
310,0.0,,direct,0.0,0.0,0.0,1430870400,0.0,0.0
311,0.0,,direct,0.0,0.0,0.0,1430956800,0.0,0.0
312,0.0,,direct,0.0,0.0,0.0,1431043200,0.0,0.0
313,0.0,,direct,0.0,0.0,0.0,1431129600,0.0,0.0
314,0.0,,direct,0.0,0.0,0.0,1431216000,0.0,0.0
315,0.0,,direct,0.0,0.0,0.0,1431302400,0.0,0.0
316,0.0,,direct,0.0,0.0,0.0,1431388800,0.0,0.0
317,0.0,,direct,0.0,0.0,0.0,1431475200,0.0,0.0
318,0.0,,direct,0.0,0.0,0.0,1431561600,0.0,0.0
319,0.0,,direct,0.0,0.0,0.0,1431648000,0.0,0.0
320,0.0,,direct,0.0,0.0,0.0,1431734400,0.0,0.0
321,0.0,,direct,0.0,0.0,0.0,1431820800,0.0,0.0
322,0.0,,direct,0.0,0.0,0.0,1431907200,0.0,0.0
323,0.0,,direct,0.0,0.0,0.0,1431993600,0.0,0.0
324,0.0,,direct,0.0,0.0,0.0,1432080000,0.0,0.0
325,0.0,,direct,0.0,0.0,0.0,1432166400,0.0,0.0
326,0.0,,direct,0.0,0.0,0.0,1432252800,0.0,0.0
327,0.0,,direct,0.0,0.0,0.0,1432339200,0.0,0.0
328,0.0,,direct,0.0,0.0,0.0,1432425600,0.0,0.0
329,0.0,,direct,0.0,0.0,0.0,1432512000,0.0,0.0
330,0.0,,direct,0.0,0.0,0.0,1432598400,0.0,0.0
331,0.0,,direct,0.0,0.0,0.0,1432684800,0.0,0.0
332,0.0,,direct,0.0,0.0,0.0,1432771200,0.0,0.0
333,0.0,,direct,0.0,0.0,0.0,1432857600,0.0,0.0
334,0.0,,direct,0.0,0.0,0.0,1432944000,0.0,0.0
335,0.0,,direct,0.0,0.0,0.0,1433030400,0.0,0.0
336,0.0,,direct,0.0,0.0,0.0,1433116800,0.0,0.0
337,0.0,,direct,0.0,0.0,0.0,1433203200,0.0,0.0
338,0.0,,direct,0.0,0.0,0.0,1433289600,0.0,0.0
339,0.0,,direct,0.0,0.0,0.0,1433376000,0.0,0.0
340,0.0,,direct,0.0,0.0,0.0,1433462400,0.0,0.0
341,0.0,,direct,0.0,0.0,0.0,1433548800,0.0,0.0
342,0.0,,direct,0.0,0.0,0.0,1433635200,0.0,0.0
343,0.0,,direct,0.0,0.0,0.0,1433721600,0.0,0.0
344,0.0,,direct,0.0,0.0,0.0,1433808000,0.0,0.0
345,0.0,,direct,0.0,0.0,0.0,1433894400,0.0,0.0
346,0.0,,direct,0.0,0.0,0.0,1433980800,0.0,0.0
347,0.0,,direct,0.0,0.0,0.0,1434067200,0.0,0.0
348,0.0,,direct,0.0,0.0,0.0,1434153600,0.0,0.0
349,0.0,,direct,0.0,0.0,0.0,1434240000,0.0,0.0
350,0.0,,direct,0.0,0.0,0.0,1434326400,0.0,0.0
351,0.0,,direct,0.0,0.0,0.0,1434412800,0.0,0.0
352,0.0,,direct,0.0,0.0,0.0,1434499200,0.0,0.0
353,0.0,,direct,0.0,0.0,0.0,1434585600,0.0,0.0
354,0.0,,direct,0.0,0.0,0.0,1434672000,0.0,0.0
355,0.0,,direct,0.0,0.0,0.0,1434758400,0.0,0.0
356,0.0,,direct,0.0,0.0,0.0,1434844800,0.0,0.0
357,0.0,,direct,0.0,0.0,0.0,1434931200,0.0,0.0
358,0.0,,direct,0.0,0.0,0.0,1435017600,0.0,0.0
359,0.0,,direct,0.0,0.0,0.0,1435104000,0.0,0.0
360,0.0,,direct,0.0,0.0,0.0,1435190400,0.0,0.0
361,0.0,,direct,0.0,0.0,0.0,1435276800,0.0,0.0
362,0.0,,direct,0.0,0.0,0.0,1435363200,0.0,0.0
363,0.0,,direct,0.0,0.0,0.0,1435449600,0.0,0.0
364,0.0,,direct,0.0,0.0,0.0,1435536000,0.0,0.0
365,0.0,,direct,0.0,0.0,0.0,1435622400,0.0,0.0
366,0.0,,direct,0.0,0.0,0.0,1435708800,0.0,0.0
367,0.0,,direct,0.0,0.0,0.0,1435795200,0.0,0.0
368,0.0,,direct,0.0,0.0,0.0,1435881600,0.0,0.0
369,0.0,,direct,0.0,0.0,0.0,1435968000,0.0,0.0
370,0.0,,direct,0.0,0.0,0.0,1436054400,0.0,0.0
371,0.0,,direct,0.0,0.0,0.0,1436140800,0.0,0.0
372,0.0,,direct,0.0,0.0,0.0,1436227200,0.0,0.0
373,0.0,,direct,0.0,0.0,0.0,1436313600,0.0,0.0
374,0.0,,direct,0.0,0.0,0.0,1436400000,0.0,0.0
375,0.0,,direct,0.0,0.0,0.0,1436486400,0.0,0.0
376,0.0,,direct,0.0,0.0,0.0,1436572800,0.0,0.0
377,0.0,,direct,0.0,0.0,0.0,1436659200,0.0,0.0
378,0.0,,direct,0.0,0.0,0.0,1436745600,0.0,0.0
379,0.0,,direct,0.0,0.0,0.0,1436832000,0.0,0.0
380,0.0,,direct,0.0,0.0,0.0,1436918400,0.0,0.0
381,0.0,,direct,0.0,0.0,0.0,1437004800,0.0,0.0
382,0.0,,direct,0.0,0.0,0.0,1437091200,0.0,0.0
383,0.0,,direct,0.0,0.0,0.0,1437177600,0.0,0.0
384,0.0,,direct,0.0,0.0,0.0,1437264000,0.0,0.0
385,0.0,,direct,0.0,0.0,0.0,1437350400,0.0,0.0
386,0.0,,direct,0.0,0.0,0.0,1437436800,0.0,0.0
387,0.0,,direct,0.0,0.0,0.0,1437523200,0.0,0.0
388,0.0,,direct,0.0,0.0,0.0,1437609600,0.0,0.0
389,0.0,,direct,0.0,0.0,0.0,1437696000,0.0,0.0
390,0.0,,direct,0.0,0.0,0.0,1437782400,0.0,0.0
391,0.0,,direct,0.0,0.0,0.0,1437868800,0.0,0.0
392,0.0,,direct,0.0,0.0,0.0,1437955200,0.0,0.0
393,0.0,,direct,0.0,0.0,0.0,1438041600,0.0,0.0
394,0.0,,direct,0.0,0.0,0.0,1438128000,0.0,0.0
395,0.0,,direct,0.0,0.0,0.0,1438214400,0.0,0.0
396,0.0,,direct,0.0,0.0,0.0,1438300800,0.0,0.0
397,0.0,,direct,0.0,0.0,0.0,1438387200,0.0,0.0
